title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
The Memoirs of Elizabeth Frankenstein,Theodore Roszak,3.56,9780553576375,eng,440.0,233,24,Bantam,1996
Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace,4.21,9780690134490,eng,180.0,70,7,Thomas Y. Crowell Company,1943
Xenocide (Ender's Saga  #3),Orson Scott Card,3.79,9780312861872,eng,592.0,119937,3139,Tor Books,1996
Finding and Exploring Your Spiritual Path: An Exploration of the Pleasures and Perils of Seeking Personal Enlightenment,Ram Dass,3.95,9780940687561,eng,,21,1,Macmillan Audio,1989
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,76783609419,eng,2088.0,98611,1447,Starfire,1998
Sensual Phrase  Vol. 3,Mayu Shinjō,4.14,9781591164494,en-US,192.0,744,11,Viz Media,2004
The Power of Art,Simon Schama,3.88,9780061176104,en-US,448.0,15804,96,Ecco,2006
Black Lamb and Grey Falcon,Rebecca West,4.23,9780143104902,eng,1181.0,1623,228,Penguin Classics,2007
Bras & Broomsticks (Magic in Manhattan  #1),Sarah Mlynowski,3.73,9780385731843,en-GB,310.0,8709,534,Delacorte Press,2006
Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,3.59,9780787976286,eng,239.0,34,4,Jossey-Bass,2004
Retrospective  1964-1984,H.R. Giger,4.35,9781883398293,eng,112.0,115,4,Morpheus International,1997
The Anodyne Necklace (Richard Jury  #3),Martha Grimes,4.04,9780451410894,eng,310.0,6046,174,Onyx,2004
The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon,3.93,9780934380232,eng,288.0,406,24,Wasendorf & Associates Inc,1993
A Short History of Byzantium,John Julius Norwich,4.09,9780679772699,eng,496.0,1772,142,Vintage,1998
The Soloist,Nicholas Christopher,3.3,9781593761226,eng,320.0,56,9,Counterpoint,2006
Out of this World,J.D. Robb,4.07,9780515131093,eng,357.0,6006,111,Jove Books,2001
Rodinsky's Room,Rachel Lichtenstein,3.85,9781862073296,eng,362.0,199,19,Granta UK,2000
Les Deux Tours (Le Seigneur des Anneaux  #2),J.R.R. Tolkien,4.44,9782266118019,,471.0,75,2,Pocket,2001
The Kissing Hand,Audrey Penn,4.43,9781933718002,en-GB,32.0,57737,1628,Tanglewood,1993
Hello! Is That Grandma?,Ian Whybrow,3.53,9780439944397,en-GB,32.0,57,14,Alison Green Books,2007
El Superzorro,Roald Dahl,4.05,9789681907198,spa,96.0,174,20,Alfaguara Infantil,2000
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,9781904919520,eng,272.0,52,8,Collectors Library,2005
The Nature of the Child,Jerome Kagan,3.42,9780465048526,eng,352.0,12,1,Basic Books,1994
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,9780394757681,eng,379.0,26389,1619,Vintage Crime,1988
Richard III,William Shakespeare,3.93,9780743482844,eng,369.0,1945,191,Simon  Schuster,2004
Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown  #17),Donald J. Sobol,4.03,9780553156508,eng,96.0,637,19,Yearling,1989
The Tenants of Moonbloom,Edward Lewis Wallant,3.88,9781590170700,en-US,264.0,520,78,NYRB Classics,2003
Love Mode  Vol. 1,Yuki Shimizu,3.93,9781598160109,eng,192.0,1417,41,Blu,2005
Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,9780330261562,eng,393.0,958,57,Picador,1980
Salamandastron (Redwall  #5),Brian Jacques,4.07,9780142501528,en-US,400.0,26237,240,Firebird,2003
Judge & Jury,James Patterson,4.0,9780316013932,eng,419.0,41805,831,Little  Brown and Company,2006
Uzumaki: Spiral into Horror  Vol. 2.,Junji Ito,4.33,9781591160335,eng,208.0,7275,286,Viz Media,2002
How to Save Your Own Life: An Isadora Wing Novel,Erica Jong,3.6,9781585424993,eng,313.0,1316,80,Tarcherperigee,2006
The Straight Dope,Cecil Adams,4.19,9780345422910,eng,432.0,596,24,Ballantine Books,1998
History of the Peloponnesian War  Bk. 7-8,Thucydides,4.29,9780674991873,eng,480.0,35,0,Harvard University Press,1923
Pet Sematary,Stephen King,3.98,9781416524342,eng,576.0,257466,3768,Pocket Books,2005
Giovanni and Lusanna: Love and Marriage in Renaissance Florence,Gene A. Brucker,3.57,9780520244955,eng,160.0,268,25,University of California Press,2004
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,9780452011465,eng,336.0,2841,224,Plume Books,1995
Survivant,Chuck Palahniuk,3.92,9782070756278,,365.0,14,0,Gallimard,2001
Godslayer (The Sundering  #2),Jacqueline Carey,3.7,9780765350985,en-US,404.0,2868,127,Tor Books,2006
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,3.52,9780813515243,eng,168.0,57,7,Rutgers University Press,1990
Enchanted Evening,M.M. Kaye,4.38,9780312265816,eng,368.0,99,11,St. Martin's Press,2000
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87,9780140286274,eng,464.0,112856,1028,Penguin Books,1999
Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,Carolyn Meyer,3.7,9780152956028,eng,208.0,642,80,HMH Books for Young Readers,1992
The Novice (Black Magician Trilogy  #2),Trudi Canavan,4.07,9781841493145,eng,577.0,39521,859,Orbit,2004
Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,9780060598976,eng,256.0,1896,202,Eminent Lives,2006
Oath of Swords (War God  #1),David Weber,4.01,9781416520863,en-US,576.0,5582,128,Baen,2006
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,9780446699556,eng,432.0,29913,1282,Grand Central Publishing,2006
Cyclops / Alcestis / Medea,Euripides,4.23,9780674995604,mul,432.0,61,4,Loeb Classical Library,1994
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,9780743406567,eng,288.0,12448,526,Scribner,2002
Chesapeake,James A. Michener,4.18,9780812970432,eng,1024.0,19174,664,Dial Press,2003
Anthony Thwaite: In Conversation With Peter Dale and Ian Hamilton,Peter  Dale,0.0,9780953284122,eng,96.0,0,0,Between the Lines Productions,1999
1421: The Year China Discovered America,Gavin Menzies,3.6,9780060540944,eng,650.0,11751,893,Harper Perennial (NYC),2004
Child of the Owl (Golden Mountain Chronicles  #7),Laurence Yep,3.61,9780064403368,eng,288.0,437,31,HarperCollins,2001
His Excellency (Les Rougon-Macquart  #6),Émile Zola,3.7,9781595690555,eng,364.0,44,9,MONDIAL,2006
Phoenix and Ashes (Elemental Masters  #3),Mercedes Lackey,4.01,9780756402723,eng,480.0,6980,229,DAW,2005
Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,9780873388245,eng,192.0,131,8,Kent State University Press,2005
Black Meets White,Justine Korman Fontes,3.5,9780763619336,en-US,24.0,50,11,Candlewick Press,2005
Orlando,Virginia Woolf,3.87,9780141184272,eng,228.0,42153,2071,Penguin Classics,2000
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes,3.69,9780140443325,en-US,335.0,42,1,Penguin Classics,1978
Setting Free the Bears,John Irving,3.3,9780345417985,eng,304.0,8896,217,Ballantine Books,1997
Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta,4.28,9781421510675,eng,203.0,953,20,VIZ Media LLC,2007
Stern Men,Elizabeth Gilbert,3.41,9780618127337,eng,304.0,4308,542,Mariner Books,2001
The Bookseller of Kabul,Åsne Seierstad,3.77,9780316159418,en-US,288.0,34941,2473,Little  Brown and Company,2004
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison,4.24,9781563896002,en-US,224.0,3852,63,DC Comics Vertigo,2000
Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain,4.06,9781883011888,en-US,808.0,33,3,Library of America,2000
The Fashion System,Roland Barthes,3.54,9780520071773,eng,351.0,228,10,University of California Press,1990
The Thomas Berryman Number,James Patterson,2.86,9780446600453,eng,272.0,4320,307,Grand Central Publishing,1996
Carried Away: A Personal Selection of Stories,Alice Munro,4.15,9780307264862,eng,608.0,620,83,Everyman's Library,2006
Break In (Kit Fielding  #1),Dick Francis,4.05,9780425199930,eng,320.0,3758,128,G.P. Putnam's Sons,2005
Deception Point,Dan Brown,3.71,9781416524809,eng,736.0,4919,410,Pocket Books,2006
Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.5,9780970016416,eng,160.0,44,3,Starcatcher Press,2000
Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane,3.78,9780130352996,eng,1440.0,9,1,Benjamin-Cummings Publishing Company,2004
Mighty Love,Howard Chaykin,3.12,9781563899317,eng,96.0,51,3,DC Comics,2005
The Disappointment Artist,Jonathan Lethem,3.63,9781400076819,eng,149.0,1613,129,Vintage,2006
Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day,3.63,9781419954481,eng,272.0,131,8,Ellora's Cave,2005
50 Great Curries of India,Camellia Panjabi,4.15,9781904920359,eng,224.0,209,29,Kyle Books,2005
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,9781582972947,eng,234.0,4480,439,Writer's Digest Books,2004
Alone (Detective D.D. Warren  #1),Lisa Gardner,3.96,9780553584530,eng,451.0,44349,1850,Bantam,2005
Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,9780060515225,eng,360.0,45473,2540,William Morrow,2006
A Secret Splendor,Erin St. Claire,3.66,9781551660950,eng,297.0,18,2,Mira (Mills and Boon),1996
Flirting With Danger,Kate Walker,3.0,9780373118182,eng,188.0,12,4,Harlequin,1996
Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.87,9780767910439,eng,256.0,2088,131,Broadway Books,2004
Can't Wait to Get to Heaven,Fannie Flagg,3.91,9781415930687,eng,384.0,326,66,Books on Tape,2006
Farewell Summer (Green Town  #3),Ray Bradbury,3.72,9780061131547,eng,211.0,3405,338,William Morrow,2006
Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende,3.97,9780070013568,eng,256.0,10,1,McGraw-Hill Humanities,1994
The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,9780312194390,eng,939.0,24108,822,Griffin,1998
The Burnt Orange Heresy,Charles Willeford,3.9,9780786706686,eng,144.0,564,49,Carroll & Graf,1999
The History of Sexuality 1: An Introduction,Michel Foucault,4.04,9780394417752,eng,168.0,15,3,Pantheon Books (NY),1978
The Age of Reason,Jean-Paul Sartre,3.98,9780679738954,eng,408.0,9477,313,Vintage International,1992
Runny Babbit Book and Abridged CD,Shel Silverstein,4.12,9780061130472,en-US,96.0,44,6,HarperCollins,2006
American Sign Language The Easy Way,David A. Stewart,3.75,9780764134289,eng,480.0,34,6,Barrons Educational Series,2006
Collected Stories  1911-1937,Edith Wharton,4.25,9781883011949,eng,848.0,55,9,Library of America,2001
Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,9780312287443,eng,320.0,177,28,St. Martin's Griffin,2002
True Evil,Greg Iles,4.09,9780743292498,eng,512.0,13021,781,Scribner Book Company,2006
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,9780140621334,eng,185.0,38313,2811,Penguin Books,1994
World of Warcraft Atlas,Brady Games,4.09,9780744004410,eng,192.0,245,5,BradyGames,2005
Kiss the Girls (Alex Cross  #2),James Patterson,3.96,9780446677387,eng,481.0,297211,2943,Grand Central Publishing,2000
Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning,3.95,9780099410386,eng,605.0,7740,108,Arrow,2002
Berlin: The Downfall  1945,Antony Beevor,4.29,9780670886951,eng,489.0,244,17,Viking Books,2002
The Fountainhead,Ayn Rand,3.87,9780451191151,eng,704.0,271754,10063,Signet Book,1996
The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,4.39,9780345456311,eng,483.0,7083,140,Del Rey,2002
The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.55,9780312861438,en-US,352.0,448,37,Orb Books,1996
Elements of the Philosophy of Right,Georg Wilhelm Friedrich Hegel,3.87,9780521348881,eng,569.0,2882,48,Cambridge University Press,1991
Layer Cake,J.J. Connolly,3.98,9780802141682,eng,344.0,1000,68,Grove Press  Black Cat,2004
The Handmaid's Tale,Margaret Atwood,4.11,9780307264602,eng,350.0,2102,282,Everyman's Library,2006
The Annotated Christmas Carol,Charles Dickens,4.05,9780393051582,eng,266.0,276,46,W. W. Norton  Company,2004
Insurgency and Terrorism: From Revolution to Apocalypse,Bard E. O'Neill,3.91,9781574881721,eng,240.0,133,8,Potomac Books,2005
Phaedrus,Plato,3.92,9780192802774,eng,128.0,29,6,Oxford University Press  USA,2003
Specimen Days,Michael Cunningham,3.58,9780312425029,eng,336.0,4462,446,Picador USA,2006
Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,4.56,9780747546245,eng,636.0,18754,906,Bloomsbury,2000
Little Plum,Rumer Godden,4.22,9780140307375,eng,144.0,11,1,Puffin Books,1987
Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,4.15,9780385239547,eng,424.0,3166,152,Anchor Books,1997
The Arctic Event (Covert-One  #7),James H. Cobb,4.01,9780446699075,eng,390.0,4414,127,Warner Books,2007
Pygmalion & My Fair Lady,George Bernard Shaw,4.26,9780451530097,eng,240.0,14962,61,Signet,2006
To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,4.07,9780886771287,eng,446.0,87,1,DAW,1986
Faith of Tarot (Tarot  #3),Piers Anthony,3.49,9780441225651,eng,304.0,1273,11,Ace,1987
Turtle Diary,Russell Hoban,4.0,9780747548317,eng,182.0,893,99,Bloomsbury Publishing PLC,2000
The Rise of Theodore Roosevelt,Edmund Morris,4.23,9780375756788,eng,780.0,36847,1461,Random House Trade Paperbacks,2001
Selected Verse,Federico García Lorca,4.43,9780374528553,eng,432.0,189,14,Farrar  Straus and Giroux,2004
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,3.88,9780060766740,en-US,432.0,94,7,HarperCollins,2005
The Stone Fey,Robin McKinley,3.36,9780152000172,eng,64.0,1036,78,HMH Books for Young Readers,1998
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,9780061196676,eng,176.0,173,17,Harper Perennial,2007
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides,3.9,9780684827902,eng,713.0,1751,170,Free Press,1998
Love Visions,Geoffrey Chaucer,3.61,9780140444087,eng,272.0,70,6,Penguin Classics,1983
Baumgartner's Bombay,Anita Desai,3.47,9780618056804,eng,240.0,666,49,Mariner Books,2000
Awakening (Chasing Yesterday  #1),Robin Wasserman,3.95,9780439933384,en-US,207.0,2569,297,Scholastic Paperbacks,2007
Angels Fall,Nora Roberts,4.0,9780399153723,eng,391.0,37314,1040,Putnam,2006
Household Saints,Francine Prose,3.7,9780060507275,en-US,272.0,370,47,Harper Perennial,2003
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,9780743222334,en-US,368.0,693,58,Atria Books,2005
The Wicked Day (Arthurian Saga  #4),Mary  Stewart,4.09,9780060548285,eng,417.0,10055,244,Eos,2003
A Couple of April Fools (The Hamlet Chronicles #6),Gregory Maguire,3.48,9780060760823,eng,240.0,3,0,HarperCollins,2005
Basin and Range,John McPhee,4.19,9780374516901,eng,240.0,2781,178,Farrar  Straus and Giroux,1982
The Grotesque,Patrick McGrath,3.62,9780679776215,eng,178.0,815,58,Vintage,1997
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr.,4.35,9780446676502,eng,400.0,14025,547,Grand Central Publishing,2001
Oh Say Can You Say?,Dr. Seuss,4.01,9780007175222,eng,36.0,5868,162,London : Collins  2004.,2005
A Cat  a Man  and Two Women,Jun'ichirō Tanizaki,3.8,9784770016058,eng,164.0,972,74,Kodansha,1992
India Song,Marguerite Duras,3.57,9780802131355,eng,146.0,289,9,Grove Press,1994
The Naked Consumer: How Our Private Lives Become Public Commodities,Erik  Larson,3.71,9780140233032,eng,288.0,163,18,Penguin Books,1994
Selected Speeches and Writings,Abraham Lincoln,4.22,9780679737315,eng,515.0,172,12,Vintage Books USA,1992
Vagabond  Volume 20,Takehiko Inoue,4.41,9781591165835,eng,224.0,513,12,VIZ Media LLC,2005
The Monster at the End of this Book,Jon Stone,4.44,9780375829130,eng,32.0,114297,2565,Golden Books,2004
The Active Side of Infinity,Carlos Castañeda,4.16,9780060929602,eng,288.0,1952,70,Harper Perennial,1999
Prince of Magic,Anne Stuart,3.64,9780821760536,eng,348.0,260,17,Zebra,1998
The God of Small Things,Arundhati Roy,3.94,9780060977498,en-US,321.0,6667,722,HarperCollins,1997
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great,4.07,9780345492814,en-GB,224.0,467,2,Del Rey,2007
El amor en los tiempos del cólera,Gabriel García Márquez,3.91,9789500703208,spa,451.0,663,46,Sudamericana,1992
Secret for a Nightingale,Victoria Holt,3.82,9780449212967,eng,396.0,1873,34,Ivy Books,1987
Hellblazer: Setting Sun,Warren Ellis,4.2,9781401202453,en-GB,96.0,2583,35,Vertigo,2004
Not of Woman Born,Constance Ash,3.82,9780451456816,eng,288.0,60,11,Roc,1999
What Do You Care What Other People Think?,Richard P. Feynman,4.27,9780393320923,eng,256.0,15700,556,W.W. Norton & Company,2001
The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,4.09,9780373285136,eng,441.0,11070,150,Mira,2006
Planet of the Apes: The Fall,William T. Quick,2.92,9780060086206,eng,288.0,53,2,HarperEntertainment,2002
When I Don't Desire God: How to Fight for Joy,John Piper,4.19,9781581346527,eng,268.0,4446,218,Crossway Books,2004
The Bonesetter's Daughter,Amy Tan,3.99,9780006550433,eng,352.0,437,49,Harper Perennial,2004
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio,3.47,9780880071314,eng,127.0,15,1,Woodbridge Press Publishing Company,1983
The Oedipus Plays of Sophocles,Sophocles,3.97,9780451621603,eng,390.0,8,1,Signet Books (NY),1958
Deadlock,James Scott Bell,3.96,9780310243885,eng,319.0,327,20,Zondervan,2002
Black Like Me,John Howard Griffin,4.13,9780451208644,eng,208.0,53790,2118,Berkley Books,2003
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson,4.45,9780262510875,en-US,657.0,3654,133,MIT Press,1996
Libra,Don DeLillo,3.99,9782742731107,,656.0,8,1,Babel,2001
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence,4.09,9781400052387,eng,256.0,3697,34,Clarkson Potter,2006
My Uncle Oswald,Roald Dahl,3.89,9780140055771,eng,208.0,8170,620,Penguin (Non-Classics),1986
Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons,Jasmine C.M. Luk,0.0,9780805850840,eng,241.0,0,0,Routledge,2006
Un rôle qui me convient,Richard Russo,4.02,9782264034892,,430.0,6,0,Éditions 10,2002
The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,9780747238904,eng,416.0,5422,163,Headline Book Publishing,1992
The Last Castle,Jack Vance,3.79,9780425084786,eng,115.0,841,43,Underwood,1986
Being and Nothingness,Jean-Paul Sartre,3.96,9780415278485,eng,688.0,23344,267,Routledge,2003
The Last Shot: City Streets  Basketball Dreams,Darcy Frey,4.17,9780618446711,,233.0,5106,155,Mariner Books,2004
Butch/Femme,Manuela Soares,3.62,9780517702222,eng,64.0,13,1,Crown Publishing Group (NY),1996
La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,9788484451143,spa,383.0,6,0,Gaia Books,2006
Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,9780060598853,eng,234.0,10077,486,Harper,2014
Making Democracy Work: Civic Traditions in Modern Italy,Robert D. Putnam,3.83,9780691037387,eng,280.0,604,34,Princeton University Press,1994
Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.91,9780060973339,eng,292.0,331,23,Harper Perennial,1990
Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill,4.08,9780679763963,eng,424.0,1596,36,Vintage,1995
Tara Road,Maeve Binchy,3.9,9780752864778,eng,656.0,44,6,Orion (an Imprint of The Orion Publishing Group Ltd ),2006
